Code,Short Name(In Chinese),Short Name,Full Name,Web Site,;;;
600000,浦发银行,SPD BANK,SHANGHAI PUDONG DEVELOPMENT BANK CO.; LTD.,http://www.spdb.com.cn,;;
600004,白云机场,baiyunairport,Guangzhou Baiyun International Airport Co.;ltd.,www.gbiac.net,;;
600005,武钢股份,WISCO，Ltd,Wuhan Iron and Steel Company Limited.,HTTP://www.wisco.com.cn/,;;;
600006,东风汽车,DFAC,Dongfeng  Automobile  Co.;LTD,http://www.dfac.com,;;
600007,中国国贸,CWTC Co.;Ltd.,China World Trade Center Company Ltd.,http://www.cwtc.com,;;
600008,首创股份,BEIJING CAPITAL,BEIJING CAPITAL CO.;LTD,http://www.capitalwater.cn,;;
600009,上海机场,SIA,Shanghai International Airport Co.; Ltd.,www.shairport.com,;;
600010,包钢股份,BSU,Inner Mongolia BaoTou Steel Union Co.;Ltd.,-,;;
600011,华能国际,HPI,Huaneng Power International; INC.,www.hpi.com.cn,;;
600012,皖通高速,Anhui Expressway,Anhui Expressway Company Limited,www.anhui-expressway.net,;;;
600015,华夏银行,HUAXIA BANK,HUA XIA BANK CO.; Limited,http://www.hxb.com.cn；http://www.95577.com.cn,;;
600016,民生银行,CMBC,CHINA MINSHENG BANK,www.cmbc.com.cn,;;;
600017,日照港,RIZHAO PORT,RIZHAO PORT CO.;LTD.,http://www.rzpcl.com/,;;
600018,上港集团,SIPG,Shanghai International Port (Group) Co.; Ltd,http://www.portshanghai.com.cn/,;;
600019,宝钢股份,Baosteel,Baoshan Iron & Steel Co.; Ltd.,http://bg.baosteel.com,;;
600020,中原高速,Zhongyuan Expressway,Henan Zhongyuan Expressway Company Limited,http://www.zygs.com,;;;
600021,上海电力,SEP,SHANGHAI ELECTRIC POWER COMPANY LIMITED,www.shanghaipower.com,;;;
600022,山东钢铁,SHANDONG STEEL,SHANDONG IRON AND STEEL COMPANY LTD,www.sdsteel.cc,;;;
600023,浙能电力,Zhejiang Energy Electric Power,Zhejiang Zheneng Electric Power Co.;Ltd,http://www.zzepc.com.cn,;;
600026,中远海能,CSET,COSCO SHIPPING Energy Transportation Co.; Ltd.,www.coscoshippingenergy.com,;;
600027,华电国际,HDPI,Huadian Power International Corporation Limited,http:\\www.hdpi.com.cn,;;;
600028,中国石化,Sinopec Corp.,China Petroleum and Chemical Corporation,http://www.sinopec.com,;;;
600029,南方航空,CHINA SOUTH AIR,China Southern Airlines Company Limited,www.csair.com,;;;
600030,中信证券,CITIC Securities Co.; Ltd.,CITIC Securities Company Limited,cs.ecitic.com,;;
600031,三一重工,SANY,SANY HEAVY INDUSTRY CO.;LTD,www.sanyhi.com,;;
600033,福建高速,Fujian Expressway,Fujian Expressway Development Company Limited,www.fjgs.com.cn,;;;
600035,楚天高速,ChuTian Expwy,HUBEI CHUTIAN EXPRESSWAY CO.;LTD.,www.hbctgs.com,;;
600036,招商银行,CMB,China Merchants Bank Co.;Limited,www.cmbchina.com,;;
600037,歌华有线,BGCTV,Beijing Gehua CATV Network Co.; LTD.,http://www.bgctv.com.cn,;;
600038,中直股份,-, AVICOPTER PLC,www.hafei.com,;;;
600039,四川路桥,SRBC,SICHUAN ROAD & BRIDGE CO.;LTD,www.scrbc.com.cn,;;
600048,保利地产,PRE,POLY REAL ESTATE GROUP CO.;LTD,www.gzpoly.com;www.polycn.com,;
600050,中国联通,China Unicom,CHINA UNITED NETWORK COMMUNICATIONS  LIMITED,www.chinaunicom-a.com,;;;
600051,宁波联合,NUG,NINGBO UNITED GROUP CO.;LTD.,http://www.nug.com.cn,;;
600052,浙江广厦,ZJGS,Zhejiang Guangsha Co.;Ltd.,HTTP://www.gsgf.com,;;
600053,九鼎投资,JD Capital,Kunwu Jiuding Investment Holdings CO.; Ltd,-,;;
600054,黄山旅游,HSTD,Huangshan Tourism Development Co.;Ltd.,HTTP://WWW.huangshan.com.cn,;;
600055,万东医疗,CR Wandong,China Resources Wandong Medical Equipment Co.; Ltd.,HTTP://WWW.wandong.com.cn,;;
600056,中国医药,CHINA MEHECO,CHINA MEHECO CO.; LTD.,www.meheco.cn,;;
600057,象屿股份,XIANGYU,XIAMEN XIANGYU CO.; LTD.,www.xiangyu.cn,;;
600058,五矿发展,MINLIST,MINMETALS DEVELOPMENT CO.; LTD.,HTTP://www.minlist.com,;;
600059,古越龙山,GYLS,ZheJiang GuYueLongShan ShaoXing Wine Co.LTD,HTTP://WWW.shaoxingwine.com.cn,;;;
600060,海信电器,HXDQ,HISENSE ELECTRIC CO.;LTD.,www.hisense.com,;;
600061,国投安信,SDIC Essence,SDIC Essence (Holdings)Co.;Ltd,www.sdicessence.com.cn,;;
600062,华润双鹤,CR Double-Crane,CHINA RESOURCES DOUBLE－CRANE PHARMACEUTICAL CO.;LTD.,www.dcpc.com.cn,;;
600063,皖维高新,wwgx,ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED,http://www.wwgf.com.cn,;;;
600064,南京高科,NJGK,NANJING GAOKE COMPANY LIMITED,www.600064.com,;;;
600066,宇通客车,YTCO,Zhengzhou Yutong Bus Co.;Ltd.,http://www.yutong.com,;;
600067,冠城大通,CITYCHAMP DT ,CITYCHAMP DARTONG CO.;LTD.,HTTP://WWW.gcdt.net,;;
600068,葛洲坝,ＣＧＧＣ,China Gezhouba Group Company Limited,http://www.cggc.cn,;;;
600069,银鸽投资,Yinge,Henan Yinge Industrial Investment  Co.;Ltd.,http://www.yinge.com.cn,;;
600070,浙江富润,FURUN,Zhejiang FuRun Co.;LTD,HTTP://www.zj-furun.cn,;;
600071,凤凰光学,phenix optical,phenix optical company limited,http：//www.phenixoptics.com.cn,;;;
600072,钢构工程,CSSC-SSE,CSSC Steel Structure Engineering Co.; Ltd.,http://www.jnhi.com,;;
600073,上海梅林,SMAC,SHANGHAI MALING AQUARIUS CO.LTD,www.shanghaimaling.com,;;;
600074,保千里,-,JIANGSU PROTRULY VISION TECHNOLOGY GROUP CO.;LTD.,http://www.protruly.com.cn/,;;
600075,新疆天业,XJTY,XINJIANG TIANYE CO.;LTD.,HTTP://WWW.xj-tianye.com,;;
600076,康欣新材,-,WEIFANG BEIDA JADEBIRD HUAGUANG TECHNOLOGY CO.;LTD,HTTP://WWW.hbkangxin.com.cn,;;
600077,宋都股份,Sundy Corporation,Sundy Land Investment Co.;Ltd.,http://www.songdu.com,;;
600078,澄星股份,CXPC,Jiangsu Chengxing Phosph-Chemical Co.;Ltd,-,;;
600079,人福医药,HWHG,Humanwell Healthcare (Group) Co.;Ltd.,http://www.humanwell.com.cn,;;
600080,金花股份,GINWA,GINWA ENTERPRISE(GRPUP) INC.,HTTP://WWW.ginwa.com.cn,;;;
600081,东风科技,DETC,DONG FENG ELECTRONIC TECHNOLOGY CO.;LITD.,HTTP://WWW.DETC.COM.CN,;;
600082,海泰发展,HiTech Develop,Tianjin Hi-Tech Development Co.; Ltd.,www.hitech-develop.com,;;
600083,博信股份,BOOK DIGITAL,GUANGDONG BOXIN INVESTING & HOLDINGS CO;.LTD,www.600083.com,;;
600084,中葡股份,CITIC Wine,CITIC GUOAN Wine CO.;LTD,http://www.guoanwine.com,;;
600085,同仁堂,TRT,Beijing TongRenTang Co.;Ltd,http://www.tongrentanggf.com,;;
600086,东方金钰,EASTERN GOLD JADE,EASTERN GOLD JADE  COMPANY LIMITED,http://www.goldjade.cn,;;;
600088,中视传媒,CTV Media,China Television Media;Ltd.,www.ctv-media.com.cn,;;
600089,特变电工,TBEA,TBEA CO.;LTD.,http://www.tbea.com.cn,;;
600090,同济堂,xjhops,xin jiang hops co.;ltd,www.xjhops.com,;;
600091,ST明科,BTTT,BAOTOU TOMORROW TECHNOLOGY CO.;LTD,http://www.tomotech.com,;;
600093,禾嘉股份,HEJIA CO.,SICHUAN HEJIA CO.LTD.,http://www.hejia.com,;;;
600094,大名城,GREATTOWN,GREATTOWN HOLDINGS LTD.,http://www.greattown.cn,;;;
600095,哈高科,hhtg,HARBIN HIGH-TECH(GROUP)C0.;LTD.,www.hgk-group.com,;;
600096,云天化,YYTH,YUNNAN YUNTIANHUA CO.;LTD,HTTP://www.yyth.com.cn,;;
600097,开创国际,kcgj,SHANGHAI KAICHUANG MARINE INTERNATIONAL CO.;LTD.,http://www.skmic.sh.cn/,;;
600098,广州发展,GDG,Guangzhou Development Group Incorporated,http://www.gdg.com.cn,;;;
600099,林海股份,LH,LINHAI CO.;LTD.,WWW.LINHAIGROUP.COM,;;
600100,同方股份,THTF,TSINGHUA TONGFANG CO.; LTD,http://www.thtf.com.cn,;;
600101,明星电力,MXEP,SICHUAN MINGXING ELECTRIC POWER CO.;LTD,http://www.mxdl.com.cn,;;
600103,青山纸业,qszy,Fujian Qingshan Paper Industry Co.;Ltd.,http://www.qingshanpaper.com,;;
600104,上汽集团,SAIC Motor,SAIC Motor Corporation Limited,HTTP://www.saicmotor.com,;;;
600105,永鼎股份,ETERN,JIANGSU ETERN CO.; LTD.,www.yongding.com.cn,;;
600106,重庆路桥,R&B,CHONGQING ROAD & BRIDGE CO.;LTD,http://www.cqrb.com.cn,;;
600107,美尔雅,mailyard,HUBEI  MAILYARD  SHARE  CO.， LTD,http://www.mailyard.com.cn,;;;
600108,亚盛集团, YASHENG GROUP,GANSU YASHENG INDUSTRIAL（GROUP）CO.;LTD,http://www.yasheng.com.cn,;;
600109,国金证券,SINOLINK SECURITIES,SINOLINK SECURITIES CO.; LTD.,www.gjzq.com.cn,;;
600110,诺德股份,-,-,www.kinwa.com.cn,;;;
600111,北方稀土,CNRE,China Northern Rare Earth (Group) High-Tech Co.;Ltd,http://www.reht.com,;;
600112,天成控股,TCKG,GUIZHOU CHANGZHENG TIANCHENG HOLDING CO.;LTD.,http://www.tckg.cn,;;
600113,浙江东日,ZJDR,ZHE JIANG DONG RI CO.; LTD,http://www.dongri.com,;;
600114,东睦股份,NBTM,NBTM NEW MATERIALS GROUP Co.; Ltd.,www.pm-china.com,;;
600115,东方航空,CEA,China Eastern Airlines Corporation Limited,http://www.ceair.com,;;;
600116,三峡水利,TGWC,Chongqing Three Gorges Water Conservancy And Electric Power Co.;Ltd.,http://www.cqsxsl.com.cn,;;
600117,西宁特钢,XSS,XINING SPECIAL STEEL CO.;LTD,http://www.xntg.com,;;
600118,中国卫星,China Spacesat,China Spacesat Co.;Ltd.,WWW.SPACESAT.COM.CN,;;
600119,长江投资,Y.I.C.,Y.U.D Yangtze River Investment Industry Co.;Ltd.,www.cjtz.cn,;;
600120,浙江东方,ZJOHCO,ZHEJIANG ORIENT HOLDINGS CO.;LTD.,www.zjorient.com,;;
600121,郑州煤电,ZCE,ZHENGZHOU COAL INDUSTRY & ELECTRIC POWER CO.;LTD.,HTTP://www.zzce.com.cn,;;
600122,宏图高科,Hiteker,JIANGSU HONGTU HIGH TECHNOLOGY CO.;LTD.,http://www.hiteker.cn,;;
600123,兰花科创,Shanxi lanhua,Shanxi Lanhua Sci-tech Venture Co.;Ltd,HTTP://www.chinalanhua.com,;;
600125,铁龙物流,CRT,CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO.; LTD,www.chinacrt.com,;;
600126,杭钢股份,HZIS,HangZhou Iron And Steel Co.;Ltd.,www.hzsteel.com,;;
600127,金健米业, JINJIAN CEREALS INDUSTRY , JINJIAN CEREALS INDUSTRY CO.;LTD.,http://www.600127.cn,;;
600128,弘业股份,JIANGSU HOLLY,JIANGSU HOLLY CORPORATION,http://www.artall.com.cn,;;;
600129,太极集团,TAIJI GROUP,CHONGQING TAIJI INDUSTRY(GROUP) CO.;LTD,http://www.taiji.com,;;
600130,波导股份,BIRD ,NINGBO BIRD Co.;Ltd.,HTTP://WWW.chinabird.com,;;
600131,岷江水电,SMHC,Sichuan MinJiang Hydropower co.;Ltd.,www.mjsdgs.com,;;
600132,重庆啤酒,CBC,CHONG QING BREWERY CO.LTD,www.chongqingbeer.com,;;;
600133,东湖高新,ELHT,WUHAN EAST LAKE HIGH TECHNOLOGY GROUPE CO.;LTD.,www.elht.com,;;
600135,乐凯胶片,LUCKY FILM CO.;LTD,LUCKY FILM COMPANY LIMITED,HTTP://GUFEN.LUCKYFILM.COM.CN,;;
600136,当代明诚,DDMC,WUHAN DDMC CULTURE CO.;LTD.,http//www.china-double.com,;;
600137,浪莎股份,langshagufen,Sichuan Langsha　holding　CO.LTD,www.langshastock.com,;;;
600138,中青旅,CYTS,CHINA CYTS TOURS HOLDING CO.;LTD.,www.aoyou.com,;;
600139,西部资源,Western Resources,Sichuan Western Resources Holding Co.; Ltd,http://www.scxbzy.com,;;
600141,兴发集团,Xingfa group,HUBEI XINGFA CHEMICALS GROUP CO.;LTD.,HTTP://www.xingfagroup.com,;;
600143,金发科技,KINGFA,KINGFA SCI.&TECH. CO.;LTD.,www.kingfa.com.cn,;;
600145,*ST新亿,Yilu Wanyuan,Xinjiang Yilu Wanyuan Industrial Investment Holding Co.; Ltd.,http://www.swell.com.cn,;;
600146,商赢环球,DYGF,Shangying Global Co.;Ltd.,www.600146.net,;;
600148,长春一东,CCYD,Changchun Yidong Clutch CO.LTD.,www.ccyd.com.cn,;;;
600149,廊坊发展,LFD,Langfang Development Co.; Ltd.,-,;;
600150,中国船舶,CSSC Holdings,China CSSC Holdings Limited,HTTP://www.csscholdings.com,;;;
600151,航天机电,HT-SAAE,SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL CO.;LTD,HTTP://WWW.ht-saae.com,;;
600152,维科精华,VEKEN ELITE,NINGBO VEKEN ELITE GROUP CO.;LTD.,HTTP://WWW.veken.com,;;
600153,建发股份,C&D INC.,XIAMEN C&D INC.,HTTP://WWW.chinacnd.com,;;;
600155,宝硕股份,HBC,HEBEI BAOSHUO CO.;LTD.,http://www.baoshuogufen.cn/,;;
600156,华升股份,HNHS,Hunan Huasheng  Co.;Ltd,-,;;
600157,永泰能源,WTECL,WINTIME ENERGY CO.;LTD.,http://www.wtecl.com,;;
600158,中体产业,CSI,CHINA SPORTS INDUSTRY GROUP CO.，LTD.,http://www.csig158.com,;;;
600159,大龙地产,D.L.real estate,BEIJING  DALONG  WEIYE REAL ESTATE DEVELOPMENT  CO.;LTD,www.dldc.com.cn,;;
600160,巨化股份,ZJJH,ZHEJIANG JUHUA CO.;LTD.,http://www.jhgf.com.cn,;;
600161,天坛生物,BTBP,Beijing Tiantan Biological Products Corporation Limited,http://www.tiantanbio.com,;;;
600162,香江控股,HKHC,Shenzhen Heungkong Holding Co.; Ltd,http://www.hkhc.com.cn,;;
600163,中闽能源,ZMNY,ZHONGMIN  ENERGY  CO.;  LTD.,www.zhongminenergy.com,;;
600165,新日恒力,nswrc,Ningxia Xinri Hengli Steel Wire Rope Co.; Ltd,www.nxhengli.com.cn,;;
600166,福田汽车,FOTON,BEIQI FOTON MOTOR CO.;LTD.,HTTP://WWW.foton.com.cn,;;
600167,联美控股,-,Luenmei Quantum Co.;Ltd,-,;;
600168,武汉控股,WHKG,WUHAN SANZHEN INDUSTRY HOLDING CO.;LTD,HTTP://WWW.600168.com.cn,;;
600169,太原重工,TYHI,TAIYUAN HEAVY INDUSTRY CO.;LTD.,Http://www.tyhi.com.cn,;;
600170,上海建工,SCG,SHANGHAI CONSTRUCTION GROUP CO.; LTD,www.scg.com.cn,;;
600171,上海贝岭,BELLING,SHANGHAI BELLING CO.;LTD.,www.belling.com.cn,;;
600172,黄河旋风,HHWW,HENAN HUANGHE WHIRLWIND CO.;LTD.,HTTP://WWW.HHXF.COM,;;
600173,卧龙地产,WOLONG REAL ESTATE,WOLONG REAL ESTATE GROUP CO.;LTD.,www.wolong-Re.com,;;
600175,美都能源,MeiDu Energy,MeiDu Energy Corporation,http://www.chinameidu.com,;;;
600176,中国巨石,CJS,China Jushi Co.;Ltd.,www.cfgcl.com.cn,;;
600177,雅戈尔,Youngor,Youngor Group Co.;Ltd.,www.youngor.com.cn,;;
600178,东安动力,DAAE,HARBIN DONGAN AUTO ENGINE CO.;LTD.,www.daae.com.cn,;;
600179,安通控股,Antong Holdings,Antong Holdings Co.; Ltd.,-,;;
600180,瑞茂通,CCS,CCS Supply Chain Management Co.; Ltd.,HTTP：//www.ccsoln.com,;;
600182,S佳通,GITI TIRE CORP,GITI TIRE CORPORATION,www.gititirecorp.com,;;;
600183,生益科技,Sytech,SHENGYI TECHNOLOGY CO.; LTD.,HTTP://www.syst.com.cn,;;
600184,光电股份,NORTHEO,North Electro-Optic Co.;Ltd.,www.sicong.com,;;
600185,格力地产,GREE REAL ESTATE,GREE REAL ESTATE Co.;Ltd,http://www.greedc.com/,;;
600186,莲花健康,LHG,Lotus Health Group Company,http//www.chinalotus.com.cn,;;;
600187,国中水务,ICW,HEILONGJIANG INTERCHINA WATER TREATMENT CO.;LTD.,www.interchinawater.com,;;
600188,兖州煤业,YANZHOUCOAL,YANZHOU COAL MINING COMPANY LIMITED,http://www.yanzhoucoal.com.cn,;;;
600189,吉林森工,JLSG,JILIN FOREST INDUSTRY CO.;LTD.,www.forestindustry.com.cn,;;
600190,锦州港,JZP,JINZHOU PORT CO.;LTD.,HTTP://WWW.JINZHOUPORT.COM,;;
600191,华资实业,HZSY,BAOTOU HUAZI INDUSTRY CO.;LTD.,HTTP://WWW.huazi.com,;;
600192,长城电工,GWE,LANZHOU GREATWALL ELECTRICAL CO.;LTD.,www.chinagwe.com,;;
600193,创兴资源,PROREAL RESOURCES,SHANGHAI PROSOLAR RESOURCE CO.;LTD,www.600193.com,;;
600195,中牧股份,CAHIC,China Animal Husbandry Industry Co.;Ltd.,www.cahic.com,;;
600196,复星医药,Fosun Pharma,Shanghai Fosun Pharmaceutical (Group) Co.; Ltd.,HTTP://www.fosunpharma.com,;;
600197,伊力特,YLT,Xinjiang Yilite Industry Co.;LTD,HTTP://WWW.xjyilite.com,;;
600198,大唐电信,DATANG TELECOM,DATANG TELECOM TECHNOLOGY CO.; LTD.,http://www.datang.com,;;
600199,金种子酒,AGSW,Anhui Golden Seed Winery Co.;Ltd.,HTTP://WWW.jzz.cn,;;
600200,江苏吴中,jswz,JiangSu WuZhong Industrial Co.;Ltd.,HTTP://www.600200.com,;;
600201,生物股份,JINYUGROUP,JINYU BIO-TECHNOLOGY CO.，LTD.,HTTP://WWW.JINYU.COM.CN,;;;
600202,哈空调,HAC,Harbin Air Conditioning Co.;Ltd.,http://www.hac.com.cn,;;
600203,福日电子,FFEC,FUJIAN FURI ELECTRONICS CO.;LTD.,http://www.furielec.com,;;
600206,有研新材,GRIAM,GRINM Advanced Materials Co.;Ltd.,http://www.griam.cn,;;
600207,安彩高科,ACHT,HENAN ANCAI HI-TECH CO.;LTD.,http://www.acht.com.cn,;;
600208,新湖中宝,XINHU ZHONGBAO,XINHU ZHONGBAO CO.;LTD,-,;;
600209,罗顿发展,LAWTON DEVELOPMENT,LAWTON DEVELOPMENT CO.;LTD.,http://www.lawtonfz.com.cn,;;
600210,紫江企业,ZJQY,SHANGHAI ZIJIANG ENTERPRISE GROUP CO.;LTD,HTTP://www.zijiangqy.com,;;
600211,西藏药业,TIBET PHARMA,TIBET RHODIOLA PHARMACEUTICAL HOLDING CO.,http://www.xzyy.cn,;;;
600212,*ST江泉,JQSY,SHAN DONG JIANG QUAN INDUSTRY CO.;LTD.,-,;;
600213,亚星客车,YABC,Yangzhou Asiastar Bus Co.;Ltd.,http://www.asiastarbus.com,;;
600215,长春经开,ccjk,Changchunjingkai (Group) co.; ltd.,www.ccjk600215.com,;;
600216,浙江医药,ZMC,ZHEJIANG MEDICINE CO.;LTD,HTTP://WWW.China-zmc.com,;;
600217,中再资环,CRE,China Resource And Environment Co.;ltd. ,www.qinling.com,;;
600218,全柴动力,QCEC,ANHUI QUANCHAI ENGINE CO.;LTD.,http://www.quanchai.com.cn,;;
600219,南山铝业,NANSHAN ALUMINIUM,SHANDONG NANSHAN ALUMINIUM CO.; LTD,HTTP://www.600219.com.cn,;;
600220,江苏阳光,JSSS,JIANGSU SUNSHINE CO.;LTD.,http:\\www.sunshine.com.cn,;;
600221,海南航空,HNA,Hainan Airlines Company Limited,http://www.hnair.com,;;;
600222,太龙药业,TALOPH,HENAN TALOPH PHARMACEUTICAL STOCK CO.;LTD,http://www.taloph.com,;;
600223,鲁商置业,Lushangproperty,Lushang Property Co.;Ltd.,http://www.lshzy.com.cn,;;
600225,天津松江,TJ SONGJIANG,TIANJIN SONGJIANG Co.;Ltd.,www.ciity.com.cn,;;
600226,升华拜克,BIOK,ZHEJIANG  SHENGHUA  BIOK  BIOLOGY  CO.;LTD.,HTTP://WWW.biok.com,;;
600227,赤天化,CHTH,GUIZHOU CHITIANHUA CO.;LTD.,http://www.chth.com.cn,;;
600228,昌九生化,CJBC,JiangXi ChangJiu Biochemical Industry Co.;Ltd.,-,;;
600229,城市传媒,QCMC,Qingdao Citymedia Co;. Ltd.,www.citymedia.cn,;;
600230,*ST沧大,CZDH,CANGZHOU DAHUA CO.LTD,www.czdh.chemchina.com,;;;
600231,凌钢股份,LING STEEL,Lingyuan Iron & Steel Co.;Ltd.,HTTP://WWW.LGGF.COM.CN,;;
600232,金鹰股份,GETM,Zhejiang Golden Eagle Co.;Ltd.,www.cn-goldeneagle.com,;;
600233,圆通速递,YTO Express,YTO Express Group Co.;Ltd.,http://www.yto.net.cn/,;;
600234,*ST山水,GLCC,Guanghe landscape Culture Communication Co.;Ltd; ShanXi,-,;
600235,民丰特纸,MFSP,MINFENG SPECIAL PAPER CO.;LTD.,http://www.mingfenggroup.com,;;
600236,桂冠电力,GGEP,GUANGXI GUIGUAN ELECTRIC POWER CO.;LTD.,http://www.ggep.com.cn,;;
600237,铜峰电子,TFE,ANHUI TONGFENG ELECTRONICS COMPANY LIMITED,http://www.tong-feng.com,;;;
600238,海南椰岛,HAINAN YEDAO,HAINAN YEDAO （GROUP）CO.;LTD,www.yedao.com,;;
600239,云南城投,YMRD,YunNan  Metropolitan Real Estate Development Co.;LTD,http://www.ynctzy.com,;;
600240,华业资本,BJHY,BEIJING HOMYEAR CAPITAL HOLDINGS CO.;LTD,www.huayedc.com,;;
600241,时代万恒,SDWH,LIAONING SHIDAI WANHENG CO.;LTD.,www.shidaiwanheng.com,;;
600242,中昌数据,ZHONGCHANG MARINE,ZHONGCHANG MARINE COMPANY LIMITED,www.zchy.net.cn,;;;
600243,青海华鼎,QHHD,QingHai HuaDing Industrial C0.;Ltd.,www.qhhdsy.com,;;
600246,万通地产,BVRE,BEIJING VANTONE  REAL ESTATE CO.;LTD.,www.vantone.com,;;
600247,ST成城,CHENGCHENGGROUP,JILIN CHENGCHENG GROUP CO.;LTD,-,;;
600248,延长化建,ychj,Shaanxi  yanchang  petroleum  chemical engineering  Co.;Ltd.,www.ycpcec.com,;;
600249,两面针,LMZ,LIUZHOU LIANGMIANZHEN Co.; Ltd.,www.lmz.com.cn,;;
600250,南纺股份,NANTEX,NANJING TEXTILES IMP/EXP CORP.;LTD.,http://www.nantex.com.cn,;;
600251,冠农股份,GUANNONG SHARE,XINGJIANG GUANNONG FRUIT & ANTLER GROUP CO.; LTD.,http://www.gngf.cn,;;
600252,中恒集团,Zhongheng Group,Guangxi Wuzhou Zhongheng Group CO.;LTD.,http://www.wz-zhongheng.com,;;
600255,鑫科材料,AXNMC,AHHUI XINKE NEW MATERIALS CO.;LTD.,http://www.ahxinke.com,;;
600256,广汇能源,GUANGHUI ENERGY,GUANGHUI ENERGY CO.;LTD.,http://www.xjguanghui.com,;;
600257,大湖股份,DHGF,DAHU AQUACULTURE CO.;LTD.,http://www.dhszgf.com,;;
600258,首旅酒店,BTG HOTELS,BTG HOTELS（GROUP）CO.，LTD,www. btghotels. com,;;;
600259,广晟有色,RNM,Rising Nonferrous Metals Share Co.; Ltd.,www.gdnmi.com.cn,;;
600260,凯乐科技,KAILE TECH,HUBEI KAILE SCIENCE AND TECHNOLOGY CO.;LTD,http://www.cnkaile.com,;;
600261,阳光照明,ZHEJIANG YANKON,ZHEJIANG YANKON GROUP CO.;LTD.,www.yankon.com,;;
600262,北方股份,NHL,Inner Mongolia North Hauler Joint Stock Co.;Ltd.,http://www.chinanhl.com,;;
600265,*ST景谷,YJFC,YUNNAN JINGGU FORESTRY CO.;LTD,www.jgly.cn,;;
600266,北京城建,BUCID,BEIJING URBAN CONSTRUCTION INVESTMENT& DEVELOPMENT CO.;LTD.,http://www.bucid.com,;;
600267,海正药业,HISUN,ZHEJIANG HISUN PHARMACEUTICAL CO.;LTD,http://www.hisunpharm.com,;;
600268,国电南自,SAC,Guodian Nanjing Automation Co.;LTD.,HTTP://WWW.sac-china.com,;;
600269,赣粤高速, Ganyue Expressway ,Jiangxi Ganyue Expressway CO.;LTD.,http://www.600269.cn,;;
600270,外运发展,sinoair,Sinotrans Air Transportation Development Co.;Ltd.,http://www.sinoair.com,;;
600271,航天信息,Aisino Corporation,Aisino Corporation,http://www.aisino.com,;;;
600272,开开实业,SHKK,SHANGHAI KAI KAI INDUSTRIAL CO.;LTD.,http://www.chinesekk.com,;;
600273,嘉化能源,JHEC,Zhejiang Jiahua energy chemical industry Co.;Ltd.,www.jhec.com.cn,;;
600275,武昌鱼,wcy,Hubei Wuchangyu CO.;LTD,HTTP://www.wuchangyu.com.cn,;;
600276,恒瑞医药,HR,JIANGSU HENGRUI  MEDICINE CO.;LTD.,http://www.hrs.com.cn,;;
600277,亿利洁能,Elion, ELION ENERGY COMPANY LIMITED,http://www.elion.cn,;;;
600278,东方创业,OIE,Orient International Enterprise LTD.,HTTP://WWW.OIE.COM.CN,;;;
600279,重庆港九,CQGJ,CHONGQING GANGJIU CO.;LTD.,HTTP://WWW.CQGJ.COM.CN,;;
600280,中央商场,ZYSC,NANJING CENTRAL EMPORIUM STOCKS CO.; LTD.,www.600280.com,;;
600281,太化股份,TCICL,TAIYUAN CHEMICAL INDUSTRY CO.LTD .,http://th600281.cn,;;;
600282,南钢股份,Nisco,Nanjing Iron&Steel Co.;Ltd.,www.600282.net,;;
600283,钱江水利,QJSL,Qianjiang Water Resources Development Co.;Ltd,HTTP://WWW.QJWATER.COM,;;
600284,浦东建设,PD CONSTRUCTION,SHANGHAI PUDONG ROAD & BRIDGE CONSTRUCTION Co.;LTD,www.pdjs.com.cn,;;
600285,羚锐制药,Lingrui Pharma,Henan Lingrui Pharmaceutical Co.; Ltd,HTTP://www.lingrui.com,;;
600287,江苏舜天,JIANGSU SAINTY,JIANGSU SAINTY CORP.;LTD.,HTTP://www.saintycorp.com,;;
